userReview,score,thumbsUpCount,reviewCreatedVersion,review_datetime,replyContent,repliedAt,sentimentRating,sentimentScore
Can't login Won't move forward after pan number very difficult to glyde actually,1,1,1.2.0,23-12-2021 12:21,"Hey Shaik, we suddenly got a lot of attention, and our serves were overwhelmed by all the love. Some of you faced issues while signing up & others while onboarding. We are back up and would love for you to give it another shot. If we are able to meet your expectations do give us a thumbs up :)
",23-12-2021 18:02,1 star,0.652818263
It's not opening,1,0,1.2.0,23-12-2021 12:21,"Hey Piyush, our servers were heated up. All the issues are now resolved and we are up and running. Can you give it another shot and let us know how we did this time around.",23-12-2021 19:34,1 star,0.541490734
Talking way too much time to check otp. Couldn't login 👎,1,0,1.2.0,23-12-2021 12:21,"Hey Utsav, we are so sorry - our interaction wasn't that great. Our servers got heated up with all the attention. We are now up and running, the issues are now resolved. Would love for you to give it another shot and give us a thumbs up if we were able to meet your expectations this time around.",23-12-2021 19:29,1 star,0.475722879
Not able to retrieve details,2,0,1.2.0,23-12-2021 12:21,Hi Mantosh! Got a lot of attention yesterday from taxpayers like you wanting to try the app out and we hit a few bumps along the way. We are back up and running so we'd be glad if you gave us another shot!,24-12-2021 16:00,2 star,0.411776334
"Super slow onboarding. Eventually got stuck at the screen where it asked for my PAN, app unable to proceed further.",1,1,1.2.0,23-12-2021 12:21,"Hey Manu, we are sorry, our first impression wasn't that great. Some of you faced issues while signing up & others while onboarding. We are back up now. Would love for you to try it again. Let us know if we are able to meet your expectations. :)",23-12-2021 19:08,2 star,0.467934072
Doesn't work . My pan number not taken,1,1,1.2.0,23-12-2021 12:21,"Hey, Our servers were experiencing downtime and impacting onboarding workflow. We are up and running now. Request you to try again, and let us know if we were able to meet your expectations :)",23-12-2021 19:14,1 star,0.835357249
"The app is useful, though it doesn't work after I put in the PAN number, I press continue but it just stays that way.",3,2,1.2.0,23-12-2021 12:20,Hey! We are experiencing increased traffic (and attention) on our servers. We are resolving it to accommodate taxpayers like you. Please try again now and do give us a thumbs up if you like what we've built :),24-12-2021 20:38,3 star,0.49137035
Login not working....,1,0,1.2.0,23-12-2021 12:20,"Hey Rahul, our were got a bit too hot from all the attention. We are now up, would love for you to try it again. If we are able to meet your expectations, do give us thumbs up :)",23-12-2021 18:54,1 star,0.656266868
"Can't get onboard, doesn't go past the PAN entry pg",1,0,1.2.0,23-12-2021 12:20,"Hey Parth, we’ve gotten a lot of attention from folks like you today and our servers were heated up. We are up and running smoothly. Here help you glyde though your taxes now :)",23-12-2021 19:11,1 star,0.568513751
Unavailable to sign in because not sending OTP and showing error,1,0,1.2.0,23-12-2021 12:20,"Hi Brijendra, we were experiencing downtime. Requesting you to try again now and we hope you will have a better and more seamless experience this time around :)",23-12-2021 18:57,1 star,0.675278366
"Not a good app, I didn't get the OTP on Google account or Gmail. Said could not sign in or something went wrong.",1,0,,23-12-2021 12:18,"Hey Pradeep, our servers were overwhelmed by all the attention we got. Some were facing issues while signing up and others while onboarding. We are back up and running smoothly now. Can you give it another shot and let us know how we did :)",24-12-2021 12:48,1 star,0.597352505
When I enter my PAN Number it says it's invalid.. Some bug with the App,1,2,1.2.0,23-12-2021 12:18,"Hey Mohit, we were experiencing some downtime on our servers. The app is up and running now. Hoping you give us a chance to solve taxes for you and do let us know if you had a good experience.",23-12-2021 18:39,1 star,0.444797099
Could not even sign in to the app,1,0,1.2.0,23-12-2021 12:17,"Hi, Harsh! We are back up and running at full steam. You can try again now and we are certain you'd love glyding through your taxes!",23-12-2021 17:48,1 star,0.593453765
Quicko tax filing is awesome.,5,0,1.2.0,23-12-2021 12:17,,,5 star,0.77791363
It's not working,2,0,1.2.0,23-12-2021 12:15,"Hello, our servers got a bit too hot from all the sudden attention yesterday. We are back up better than ever and hoping you'd give us another shot!",24-12-2021 16:01,1 star,0.599237919
This app unable to detect my PAN,1,3,1.2.0,23-12-2021 12:11,"Hey Krishna, We were trying to cope with all the traffic (love and attention) that came our way. The app is up and running now. Can you give it another try? And, if we are able to meet your expectations, do give us a thumbs up?",23-12-2021 17:44,1 star,0.48843959
Doesn't take PAN,1,1,1.2.0,23-12-2021 12:09,"Hey Pavan, We were experiencing some downtime. Some of you faced issues while signing up & others while onboarding. But we are now up and running. Requesting you to try again now, hoping we'd meet your expectations with a more seamless experience this time around.",23-12-2021 18:08,1 star,0.487971455
I want to upload trading income.. But excel option is not functional... My broker is icici direct.. When will the excel option will become functional?,2,2,0.1.9,17-12-2021 22:05,"Hey, Ashish! Nachiketa here, the developer on glyde. Thanks for checking the app out. We are working with ICICI Direct to bring a seamless integration with our platform. As for the excel upload, that feature will be enabled soon. If you need any more help, reach out to us at support@quicko.com. Have a good day!",17-12-2021 23:41,2 star,0.360421419
Failed to fetch information from ITD site. All the information is already present in ITD site but the app says to fill all the information,1,2,0.1.9,15-12-2021 13:38,"Hey Abhishek! We are sorry that you had a bad experience. We will fix the issue with the next update. Meanwhile if you require any further assistance, you can reach out to us on support@quicko.com",15-12-2021 13:50,1 star,0.589258909
"After filling all the details it's prompts like 'swipe to e-file'. But when I swipe it, it's not working.",2,32,0.1.9,13-12-2021 20:55,"Hey! We are sorry that you had a bad experience. We are looking into the issue you pointed out. Meanwhile, you can reach out to us at support@quicko.com if you need any further assistance.",14-12-2021 10:30,2 star,0.495168269
It's saying connection to ITD failed (although single factor authentication is enabled),1,3,0.1.9,12-12-2021 12:14,"Hey rambhar99. We are sorry that you had a bad experience. We are already looking into the issue you faced. If you need any more help, we'd be happy to talk to you at support@quicko.com.",12-12-2021 22:47,1 star,0.467292249
Amazing app. It was a breeze to file the taxes and worked like a charm.,5,10,0.1.8,11-12-2021 13:38,,,5 star,0.880296707
Filed itr for the first time. thanks to Glyde it was super simple. great job team,5,5,0.1.8,10-12-2021 19:48,"Hey, Vinaya! We are glad that you enjoyed your experience with glyde.",10-12-2021 19:52,5 star,0.717145085
Verynice thankyou,3,6,0.1.8,10-12-2021 19:32,,,5 star,0.536677301
I just want explore the app 1st without give financial details. Thats a no go for me...,1,8,0.1.8,10-12-2021 15:44,"Hey, Sachin! We hear you and we respect your decision to share your data at your discretion. We only ask for basic necessary information that ITD requires for filing taxes and all user data is treated in accordance with our privacy policy. You can reach out to us at support@quicko.com for any further information.",10-12-2021 19:50,2 star,0.40891847
Its asking for ITD password which i dont know. How can i procedd ??,4,7,0.1.5,04-12-2021 19:29,Hey Ashish. Thanks for checking out glyde. You can reset your Income Tax Department password from their portal (https://incometax.gov.in) or enable Aadhaar OTP login from your ITD account.,04-12-2021 19:36,3 star,0.256189764
This app is seriously dope. It literally makes taxes a child's play. The UI is so funky and chic. Highly recommended,5,17,0.1.1,03-12-2021 12:17,,,1 star,0.346800029
"Smooth, simple and easy! Absolutely love the interface. Filing my return has never been this easy.",5,9,0.1.3,02-12-2021 20:36,,,5 star,0.914202631
Kudos. I was waiting for this.,5,6,0.1.3,02-12-2021 18:03,,,1 star,0.259603083
Perfect👍,5,7,0.1.0,26-11-2021 11:05,,,5 star,0.308577776
Never imagined about such experience for doing taxes. Excited about the upcoming feature updates.,5,4,,26-11-2021 10:56,,,2 star,0.414079487
Smooth experience like nowhere else. Good job 👍,5,2,0.1.0,26-11-2021 10:48,,,5 star,0.477847725
"Filed my income tax return with glyde, super easy to use and very smooth interface. Highly recommended to file your income tax return.",5,11,0.1.0,26-11-2021 10:45,Hey Prem! We are glad that you enjoyed your experience with glyde.,25-11-2021 20:23,5 star,0.856458127
Never Imagined Files Taxes could be just not easy but Interesting too. The app is really young and lively. Kudos to the team 🌟,5,4,0.1.0,26-11-2021 10:34,,,4 star,0.515031755
"Super easy to file taxes through the app. After the broker integration, now the mobile application, Quicko is contributing a lot in making a 21st century ""New India - Digital India"" 🇮🇳",5,2,0.1.0,26-11-2021 09:01,,,5 star,0.692199528
Great to see the team is still so much committed after delivering consistent excellence. This is the initial version but stil it brings e-filing on your fingertips. I must admit that Quicko is really good at smoke signals they understands the need of an hour. Wishing them all the success for their upcoming versions with much more intuitive UI and amazing user experience with awesome features.,5,53,0.1.0,25-11-2021 22:22,,,5 star,0.580067933
"Sweet, Simple & incredible Ui/Ux design. Filling ITR is easy swipe,slide pay your ITR with the glyde.",5,20,0.1.0,25-11-2021 21:35,,,5 star,0.79997474
Filed my first tax return with this app. It was a great experience. Looking forward to future updates.,5,4,,25-11-2021 20:05,"Hey, Nachiketa. Thank you for checking out glyde. We are glad to hear that you had a good time using the app!",25-11-2021 20:09,5 star,0.437656879
